instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_bin,hour_bin,cnt_bin
6895,2011-10-19,Winter,2011,October,21,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.94,0.1343,6,79,85,sejuk,malam,rendah
6896,2011-10-19,Winter,2011,October,22,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.94,0.3582,13,94,107,sejuk,malam,rendah
6897,2011-10-19,Winter,2011,October,23,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.94,0.3582,14,55,69,sejuk,malam,rendah
6898,2011-10-20,Winter,2011,October,0,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.94,0.2985,4,22,26,sejuk,subuh,rendah
6899,2011-10-20,Winter,2011,October,1,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.88,0.3582,4,11,15,sejuk,subuh,rendah
6900,2011-10-20,Winter,2011,October,2,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.88,0.4478,0,4,4,sejuk,subuh,rendah
6901,2011-10-20,Winter,2011,October,3,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.82,0.4627,0,1,1,sejuk,subuh,rendah
6902,2011-10-20,Winter,2011,October,4,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.82,0.4627,2,6,8,sejuk,subuh,rendah
6903,2011-10-20,Winter,2011,October,5,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.82,0.3582,2,24,26,sejuk,subuh,rendah
6904,2011-10-20,Winter,2011,October,6,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.82,0.4179,5,87,92,sejuk,subuh,rendah
6905,2011-10-20,Winter,2011,October,7,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.77,0.4478,15,303,318,sejuk,pagi,rendah
6906,2011-10-20,Winter,2011,October,8,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.67,0.5224,17,409,426,sejuk,pagi,rendah
6907,2011-10-20,Winter,2011,October,9,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.67,0.5821,26,197,223,sejuk,pagi,rendah
6908,2011-10-20,Winter,2011,October,10,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.59,0.4478,25,105,130,sejuk,pagi,rendah
6909,2011-10-20,Winter,2011,October,11,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.55,0.5224,30,99,129,sejuk,siang,rendah
6910,2011-10-20,Winter,2011,October,12,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.48,0.5224,28,171,199,sejuk,siang,rendah
6911,2011-10-20,Winter,2011,October,13,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.45,0.5821,28,136,164,sejuk,siang,rendah
6912,2011-10-20,Winter,2011,October,14,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.48,0.5522,38,117,155,sejuk,siang,rendah
6913,2011-10-20,Winter,2011,October,15,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.51,0.4478,22,138,160,sejuk,siang,rendah
6914,2011-10-20,Winter,2011,October,16,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.51,0.4478,31,203,234,sejuk,siang,rendah
6915,2011-10-20,Winter,2011,October,17,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.48,0.3881,56,438,494,sejuk,sore,rendah
6916,2011-10-20,Winter,2011,October,18,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.51,0.2985,39,430,469,sejuk,sore,rendah
6917,2011-10-20,Winter,2011,October,19,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.51,0.3582,20,278,298,sejuk,malam,rendah
6918,2011-10-20,Winter,2011,October,20,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.51,0.3284,34,207,241,sejuk,malam,rendah
6919,2011-10-20,Winter,2011,October,21,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.51,0.2985,16,149,165,sejuk,malam,rendah
6920,2011-10-20,Winter,2011,October,22,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.51,0.3284,22,106,128,sejuk,malam,rendah
6921,2011-10-20,Winter,2011,October,23,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.58,0.2537,7,83,90,sejuk,malam,rendah
6922,2011-10-21,Winter,2011,October,0,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.2537,8,42,50,sejuk,subuh,rendah
6923,2011-10-21,Winter,2011,October,1,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.2239,7,19,26,sejuk,subuh,rendah
6924,2011-10-21,Winter,2011,October,2,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.66,0.1642,6,12,18,sejuk,subuh,rendah
6925,2011-10-21,Winter,2011,October,3,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.71,0.1343,0,7,7,sejuk,subuh,rendah
6926,2011-10-21,Winter,2011,October,4,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.71,0.1642,0,6,6,sejuk,subuh,rendah
6927,2011-10-21,Winter,2011,October,5,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.34,0.3333,0.76,0.194,0,31,31,sejuk,subuh,rendah
6928,2011-10-21,Winter,2011,October,6,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.71,0.1642,7,78,85,sejuk,subuh,rendah
6929,2011-10-21,Winter,2011,October,7,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.71,0.1642,5,228,233,sejuk,pagi,rendah
6930,2011-10-21,Winter,2011,October,8,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.194,16,386,402,sejuk,pagi,rendah
6931,2011-10-21,Winter,2011,October,9,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.58,0.1343,33,189,222,sejuk,pagi,rendah
6932,2011-10-21,Winter,2011,October,10,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.51,0.1642,32,106,138,sejuk,pagi,rendah
6933,2011-10-21,Winter,2011,October,11,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.45,0.2239,39,135,174,sejuk,siang,rendah
6934,2011-10-21,Winter,2011,October,12,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.45,0.2985,47,193,240,sejuk,siang,rendah
6935,2011-10-21,Winter,2011,October,13,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.48,0.3284,43,163,206,sejuk,siang,rendah
6936,2011-10-21,Winter,2011,October,14,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.42,0.2985,67,131,198,sejuk,siang,rendah
6937,2011-10-21,Winter,2011,October,15,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.45,0.2836,57,178,235,sejuk,siang,rendah
6938,2011-10-21,Winter,2011,October,16,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.45,0.2537,60,242,302,sejuk,siang,rendah
6939,2011-10-21,Winter,2011,October,17,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.51,0.2537,79,445,524,sejuk,sore,rendah
6940,2011-10-21,Winter,2011,October,18,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.54,0.2537,43,354,397,sejuk,sore,rendah
6941,2011-10-21,Winter,2011,October,19,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.54,0.3881,25,228,253,sejuk,malam,rendah
6942,2011-10-21,Winter,2011,October,20,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.54,0.2239,29,155,184,sejuk,malam,rendah
6943,2011-10-21,Winter,2011,October,21,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.58,0.1642,31,112,143,sejuk,malam,rendah
6944,2011-10-21,Winter,2011,October,22,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.54,0.1642,24,89,113,sejuk,malam,rendah
6945,2011-10-21,Winter,2011,October,23,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.2239,18,99,117,sejuk,malam,rendah
6946,2011-10-22,Winter,2011,October,0,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.194,16,80,96,sejuk,subuh,rendah
6947,2011-10-22,Winter,2011,October,1,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.194,20,50,70,sejuk,subuh,rendah
6948,2011-10-22,Winter,2011,October,2,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.2537,6,25,31,sejuk,subuh,rendah
6949,2011-10-22,Winter,2011,October,3,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.62,0.1343,1,19,20,sejuk,subuh,rendah
6950,2011-10-22,Winter,2011,October,4,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.66,0.0896,4,4,8,sejuk,subuh,rendah
6951,2011-10-22,Winter,2011,October,5,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.66,0.0,1,7,8,sejuk,subuh,rendah
6952,2011-10-22,Winter,2011,October,6,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.36,0.3788,0.71,0.0,1,17,18,sejuk,subuh,rendah
6953,2011-10-22,Winter,2011,October,7,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.36,0.3636,0.76,0.1045,8,49,57,sejuk,pagi,rendah
6954,2011-10-22,Winter,2011,October,8,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.71,0.0,26,88,114,sejuk,pagi,rendah
6955,2011-10-22,Winter,2011,October,9,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.67,0.0896,47,122,169,sejuk,pagi,rendah
6956,2011-10-22,Winter,2011,October,10,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.62,0.1045,87,149,236,sejuk,pagi,rendah
6957,2011-10-22,Winter,2011,October,11,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.62,0.1045,110,172,282,sejuk,siang,rendah
6958,2011-10-22,Winter,2011,October,12,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.55,0.0896,132,211,343,sejuk,siang,rendah
6959,2011-10-22,Winter,2011,October,13,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.45,0.0,136,186,322,sejuk,siang,rendah
6960,2011-10-22,Winter,2011,October,14,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.48,0.2239,133,177,310,sejuk,siang,rendah
6961,2011-10-22,Winter,2011,October,15,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.51,0.2239,159,223,382,sejuk,siang,rendah
6962,2011-10-22,Winter,2011,October,16,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.45,0.194,169,190,359,sejuk,siang,rendah
6963,2011-10-22,Winter,2011,October,17,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.55,0.1343,143,217,360,sejuk,sore,rendah
6964,2011-10-22,Winter,2011,October,18,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.54,0.0896,111,224,335,sejuk,sore,rendah
6965,2011-10-22,Winter,2011,October,19,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.67,0.0,47,173,220,sejuk,malam,rendah
6966,2011-10-22,Winter,2011,October,20,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.67,0.0,48,111,159,sejuk,malam,rendah
6967,2011-10-22,Winter,2011,October,21,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.76,0.0,37,120,157,sejuk,malam,rendah
6968,2011-10-22,Winter,2011,October,22,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.76,0.0,30,114,144,sejuk,malam,rendah
6969,2011-10-22,Winter,2011,October,23,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.82,0.0,27,81,108,sejuk,malam,rendah
6970,2011-10-23,Winter,2011,October,0,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.36,0.3788,0.87,0.0,24,64,88,sejuk,subuh,rendah
6971,2011-10-23,Winter,2011,October,1,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.36,0.3788,0.87,0.0,11,60,71,sejuk,subuh,rendah
6972,2011-10-23,Winter,2011,October,2,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.34,0.3485,0.87,0.0896,10,40,50,sejuk,subuh,rendah
6973,2011-10-23,Winter,2011,October,3,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.34,0.3636,0.87,0.0,15,31,46,sejuk,subuh,rendah
6974,2011-10-23,Winter,2011,October,4,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.34,0.3636,0.87,0.0,5,1,6,sejuk,subuh,rendah
6975,2011-10-23,Winter,2011,October,5,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.32,0.3485,0.87,0.0,1,2,3,sejuk,subuh,rendah
6976,2011-10-23,Winter,2011,October,6,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.32,0.3333,0.87,0.1045,0,12,12,sejuk,subuh,rendah
6977,2011-10-23,Winter,2011,October,7,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.34,0.3485,0.87,0.0896,3,18,21,sejuk,pagi,rendah
6978,2011-10-23,Winter,2011,October,8,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.36,0.3485,0.87,0.1343,32,56,88,sejuk,pagi,rendah
6979,2011-10-23,Winter,2011,October,9,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.76,0.0,48,95,143,sejuk,pagi,rendah
6980,2011-10-23,Winter,2011,October,10,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.71,0.0896,104,185,289,sejuk,pagi,rendah
6981,2011-10-23,Winter,2011,October,11,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.72,0.1642,131,202,333,sejuk,siang,rendah
6982,2011-10-23,Winter,2011,October,12,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.59,0.2537,164,249,413,sejuk,siang,rendah
6983,2011-10-23,Winter,2011,October,13,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.55,0.194,160,255,415,sejuk,siang,rendah
6984,2011-10-23,Winter,2011,October,14,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.55,0.2239,192,216,408,sejuk,siang,rendah
6985,2011-10-23,Winter,2011,October,15,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.52,0.1642,171,216,387,sejuk,siang,rendah
6986,2011-10-23,Winter,2011,October,16,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.55,0.194,188,217,405,sejuk,siang,rendah
6987,2011-10-23,Winter,2011,October,17,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.63,0.1343,120,220,340,sejuk,sore,rendah
6988,2011-10-23,Winter,2011,October,18,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.63,0.1045,88,196,284,sejuk,sore,rendah
6989,2011-10-23,Winter,2011,October,19,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.77,0.0,53,140,193,sejuk,malam,rendah
6990,2011-10-23,Winter,2011,October,20,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.72,0.0896,32,112,144,sejuk,malam,rendah
6991,2011-10-23,Winter,2011,October,21,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.72,0.0896,24,75,99,sejuk,malam,rendah
6992,2011-10-23,Winter,2011,October,22,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.77,0.1045,25,69,94,sejuk,malam,rendah
6993,2011-10-23,Winter,2011,October,23,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.77,0.1642,18,31,49,sejuk,malam,rendah
6994,2011-10-24,Winter,2011,October,0,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.77,0.0,6,26,32,sejuk,subuh,rendah
6995,2011-10-24,Winter,2011,October,1,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.82,0.1343,7,8,15,sejuk,subuh,rendah
6996,2011-10-24,Winter,2011,October,2,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.87,0.1045,1,6,7,sejuk,subuh,rendah
6997,2011-10-24,Winter,2011,October,3,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.82,0.0896,1,3,4,sejuk,subuh,rendah
6998,2011-10-24,Winter,2011,October,4,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.82,0.0,1,5,6,sejuk,subuh,rendah
6999,2011-10-24,Winter,2011,October,5,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.87,0.0,2,19,21,sejuk,subuh,rendah
7000,2011-10-24,Winter,2011,October,6,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.87,0.1045,3,83,86,sejuk,subuh,rendah
7001,2011-10-24,Winter,2011,October,7,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.94,0.1045,11,274,285,sejuk,pagi,rendah
7002,2011-10-24,Winter,2011,October,8,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.88,0.1642,20,378,398,sejuk,pagi,rendah
7003,2011-10-24,Winter,2011,October,9,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.82,0.1642,29,166,195,sejuk,pagi,rendah
7004,2011-10-24,Winter,2011,October,10,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.82,0.2537,47,82,129,sejuk,pagi,rendah
7005,2011-10-24,Winter,2011,October,11,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.72,0.1642,59,109,168,sejuk,siang,rendah
7006,2011-10-24,Winter,2011,October,12,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.68,0.1045,64,156,220,sejuk,siang,rendah
7007,2011-10-24,Winter,2011,October,13,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.64,0.2239,60,138,198,sejuk,siang,rendah
7008,2011-10-24,Winter,2011,October,14,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.64,0.194,63,143,206,sejuk,siang,rendah
7009,2011-10-24,Winter,2011,October,15,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.6,0.1642,52,125,177,sejuk,siang,rendah
7010,2011-10-24,Winter,2011,October,16,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.64,0.194,68,242,310,sejuk,siang,rendah
7011,2011-10-24,Winter,2011,October,17,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.68,0.1343,87,527,614,sejuk,sore,rendah
7012,2011-10-24,Winter,2011,October,18,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.6,0.0896,58,428,486,sejuk,sore,rendah
7013,2011-10-24,Winter,2011,October,19,No,Tuesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.48,0.4697,0.82,0.0,25,212,237,sejuk,malam,rendah
7014,2011-10-24,Winter,2011,October,20,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.82,0.1045,11,118,129,sejuk,malam,rendah
7015,2011-10-24,Winter,2011,October,21,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.87,0.1045,12,114,126,sejuk,malam,rendah
7016,2011-10-24,Winter,2011,October,22,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.75,0.1642,3,76,79,sejuk,malam,rendah
7017,2011-10-24,Winter,2011,October,23,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.77,0.0896,9,50,59,sejuk,malam,rendah
7018,2011-10-25,Winter,2011,October,0,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.77,0.1343,4,26,30,sejuk,subuh,rendah
7019,2011-10-25,Winter,2011,October,1,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.77,0.1343,5,6,11,sejuk,subuh,rendah
7020,2011-10-25,Winter,2011,October,2,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.82,0.1343,2,3,5,sejuk,subuh,rendah
7021,2011-10-25,Winter,2011,October,3,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.87,0.0,1,3,4,sejuk,subuh,rendah
7022,2011-10-25,Winter,2011,October,4,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.87,0.1343,0,5,5,sejuk,subuh,rendah
7023,2011-10-25,Winter,2011,October,5,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.87,0.1343,0,24,24,sejuk,subuh,rendah
7024,2011-10-25,Winter,2011,October,6,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.38,0.3939,0.82,0.1045,3,95,98,sejuk,subuh,rendah
7025,2011-10-25,Winter,2011,October,7,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.4,0.4091,0.76,0.194,15,299,314,sejuk,pagi,rendah
7026,2011-10-25,Winter,2011,October,8,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.72,0.0,25,383,408,sejuk,pagi,rendah
7027,2011-10-25,Winter,2011,October,9,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.55,0.2239,29,194,223,sejuk,pagi,rendah
7028,2011-10-25,Winter,2011,October,10,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.5,0.4848,0.51,0.2537,26,102,128,sejuk,pagi,rendah
7029,2011-10-25,Winter,2011,October,11,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.48,0.2836,46,120,166,sejuk,siang,rendah
7030,2011-10-25,Winter,2011,October,12,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.39,0.3582,35,165,200,sejuk,siang,rendah
7031,2011-10-25,Winter,2011,October,13,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.37,0.3881,37,161,198,sejuk,siang,rendah
7032,2011-10-25,Winter,2011,October,14,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.4,0.2537,66,134,200,sejuk,siang,rendah
7033,2011-10-25,Winter,2011,October,15,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.37,0.1045,63,171,234,sejuk,siang,rendah
7034,2011-10-25,Winter,2011,October,16,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.37,0.194,52,233,285,sejuk,siang,rendah
7035,2011-10-25,Winter,2011,October,17,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.37,0.1045,68,517,585,sejuk,sore,rendah
7036,2011-10-25,Winter,2011,October,18,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.42,0.1045,65,453,518,sejuk,sore,rendah
7037,2011-10-25,Winter,2011,October,19,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.48,0.4697,0.67,0.194,44,294,338,sejuk,malam,rendah
7038,2011-10-25,Winter,2011,October,20,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.67,0.1045,40,208,248,sejuk,malam,rendah
7039,2011-10-25,Winter,2011,October,21,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.72,0.1343,32,169,201,sejuk,malam,rendah
7040,2011-10-25,Winter,2011,October,22,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.46,0.4545,0.67,0.194,22,148,170,sejuk,malam,rendah
7041,2011-10-25,Winter,2011,October,23,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.72,0.1343,15,79,94,sejuk,malam,rendah
7042,2011-10-26,Winter,2011,October,0,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.72,0.194,4,28,32,sejuk,subuh,rendah
7043,2011-10-26,Winter,2011,October,1,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.67,0.2537,3,9,12,sejuk,subuh,rendah
7044,2011-10-26,Winter,2011,October,2,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.67,0.1642,2,1,3,sejuk,subuh,rendah
7045,2011-10-26,Winter,2011,October,3,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.44,0.4394,0.67,0.2239,0,3,3,sejuk,subuh,rendah
7046,2011-10-26,Winter,2011,October,4,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.71,0.2537,0,5,5,sejuk,subuh,rendah
7047,2011-10-26,Winter,2011,October,5,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.71,0.2239,0,21,21,sejuk,subuh,rendah
7048,2011-10-26,Winter,2011,October,6,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.71,0.2239,0,92,92,sejuk,subuh,rendah
7049,2011-10-26,Winter,2011,October,7,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.42,0.4242,0.71,0.1642,15,284,299,sejuk,pagi,rendah
